,Order Date,Sales,7_day_MA,30_day_MA
1174,2017-03-22,0.0,1426.191,1024.4061
1175,2017-03-23,14816.068,3255.0034285714282,1516.678233333333
1176,2017-03-24,1257.298,3357.0822857142853,1558.5881666666667
1177,2017-03-25,3567.026,3719.834857142857,1673.5623666666665
1178,2017-03-26,3252.88,3875.0679999999993,1733.7025
1179,2017-03-27,2933.516,4165.632,1817.136633333333
1180,2017-03-28,1504.702,3904.4985714285713,1772.3718333333334
1181,2017-03-29,81.4,3916.1271428571426,1775.0851666666665
1182,2017-03-30,656.407,1893.3184285714283,1796.3780666666669
1183,2017-03-31,4981.010799999999,2425.2773999999995,1962.41176
1184,2017-04-01,5972.988,2768.986257142857,2113.1738266666666
1185,2017-04-02,822.97,2421.8562571428565,2073.9360266666667
1186,2017-04-03,32.528,2007.4293999999998,2067.392893333333
1187,2017-04-04,808.47,1907.9676857142854,2053.0078933333334
1188,2017-04-05,0.0,1896.339114285714,2027.0666933333334
1189,2017-04-06,114.41999999999999,1818.9123999999997,2025.3276933333334
1190,2017-04-07,1971.2905,1388.952357142857,2062.934043333333
1191,2017-04-08,6401.93,1450.2297857142855,2252.6382433333333
1192,2017-04-09,1626.71,1565.0497857142857,2265.0968433333337
1193,2017-04-10,755.529,1668.3356428571426,2224.4908766666663
1194,2017-04-11,319.806,1598.5264999999997,2223.3750766666662
1195,2017-04-12,69.66,1608.4779285714283,2065.9854100000002
1196,2017-04-13,1345.8239999999998,1784.3927857142855,2109.1923433333336
1197,2017-04-14,652.93,1596.055571428571,2130.9566766666667
1198,2017-04-15,332.338,728.9709999999997,2074.8885766666667
1199,2017-04-16,944.429,631.5022857142854,2088.27801
1200,2017-04-17,3431.4590000000003,1013.7779999999997,2168.4013766666667
1201,2017-04-18,0.0,968.0914285714283,2096.1931099999997
1202,2017-04-19,0.0,958.1399999999996,2066.2075099999997
1203,2017-04-20,2033.24,1056.3422857142855,2022.8943100000001
1204,2017-04-21,1254.564,1142.2899999999997,2064.71311
1205,2017-04-22,947.692,1230.197714285714,1602.43391
1206,2017-04-23,1199.222,1266.596714285714,1600.4980433333333
1207,2017-04-24,928.558,909.0394285714283,1512.5491100000002
1208,2017-04-25,678.113,1005.9127142857141,1426.7235433333333
1209,2017-04-26,61.608000000000004,1014.7138571428569,1330.9932766666668
1210,2017-04-27,576.5756,806.6189428571427,1300.05573
1211,2017-04-28,795.296,741.0092285714283,1323.8522633333334
1212,2017-04-29,1053.26,756.0903714285712,1337.0806966666667
1213,2017-04-30,1390.1260000000002,783.3623714285712,1217.3845366666667
1214,2017-05-01,4108.37,1237.6212285714282,1155.2306033333334
1215,2017-05-02,399.11,1197.763657142857,1141.1019366666667
1216,2017-05-03,1386.346,1387.0119428571427,1186.2292033333333
1217,2017-05-04,1389.4050000000002,1503.1304285714284,1205.5937033333332
1218,2017-05-05,185.123,1415.9628571428568,1211.7644699999998
1219,2017-05-06,3183.3698,1720.2642571428569,1314.0627966666666
1220,2017-05-07,2549.468,1885.8845428571424,1333.33538
1221,2017-05-08,3658.5540000000005,1821.625114285714,1241.8895133333333
1222,2017-05-09,1078.222,1918.6411142857141,1223.60658
1223,2017-05-10,0.0,1720.5916857142856,1198.42228
1224,2017-05-11,449.469,1586.315114285714,1202.74438
1225,2017-05-12,970.384,1698.4952571428569,1232.7685133333334
1226,2017-05-13,3066.378,1681.7821428571426,1290.1203133333333
1227,2017-05-14,4182.062,1915.009857142857,1407.7580466666668
1228,2017-05-15,421.264,1452.539857142857,1410.7222466666667
1229,2017-05-16,221.024,1330.0829999999999,1386.608746666667
1230,2017-05-17,0.0,1330.0829999999999,1272.2267800000002
1231,2017-05-18,1830.508,1527.3742857142856,1333.2437133333333
1232,2017-05-19,4919.182,2091.488285714285,1497.2164466666666
1233,2017-05-20,2997.578,2081.659714285714,1529.3610466666667
1234,2017-05-21,538.02,1561.0822857142853,1505.4762466666666
1235,2017-05-22,336.56199999999995,1548.982,1485.1052466666667
1236,2017-05-23,241.436,1551.8979999999997,1453.1790466666669
1237,2017-05-24,0.0,1551.8979999999997,1422.2271133333336
1238,2017-05-25,886.026,1416.9719999999998,1429.1575466666666
1239,2017-05-26,270.24,752.8374285714283,1436.1119466666667
1240,2017-05-27,2084.908,622.4559999999996,1486.3896933333335
1241,2017-05-28,1480.103,757.0392857142854,1509.2165933333333
1242,2017-05-29,691.108,807.688714285714,1497.14486
1243,2017-05-30,736.8904,878.4679142857141,1475.3703400000002
1244,2017-05-31,0.0,878.4679142857141,1338.4246733333334
1245,2017-06-01,5058.362,1474.515914285714,1493.733073333333
1246,2017-06-02,135.70600000000002,1455.2967714285712,1452.0450733333334
1247,2017-06-03,2952.036,1579.1721999999997,1504.1327733333335
1248,2017-06-04,279.414,1407.6451999999997,1507.2758066666668
1249,2017-06-05,491.11199999999997,1379.0743428571427,1417.53388
1250,2017-06-06,31.349999999999998,1278.2828571428568,1333.5966133333334
1251,2017-06-07,0.0,1278.2828571428568,1211.6448133333333
1252,2017-06-08,2227.038,873.8079999999997,1249.93868
1253,2017-06-09,939.1329999999999,988.5832857142852,1281.2431133333334
1254,2017-06-10,2513.3430000000003,925.9128571428568,1350.0389133333333
1255,2017-06-11,1580.894,1111.838571428571,1370.3892466666666
1256,2017-06-12,1679.968,1281.6751428571424,1324.17558
1257,2017-06-13,1156.018,1442.3419999999994,1223.3074466666665
1258,2017-06-14,0.0,1442.3419999999994,1209.2653133333333
1259,2017-06-15,4057.51,1703.8379999999997,1337.14818
1260,2017-06-16,2724.194,1958.846714285714,1427.9546466666666
1261,2017-06-17,3896.672,2156.4651428571424,1496.82678
1262,2017-06-18,1031.1555,2077.9310714285707,1367.2258966666668
1263,2017-06-19,2115.941,2140.212928571428,1337.8379966666666
1264,2017-06-20,1028.228,2121.957214285714,1354.1782633333335
1265,2017-06-21,595.656,2207.0509285714284,1362.8147299999998
1266,2017-06-22,579.019,1710.1236428571426,1374.0674966666666
1267,2017-06-23,0.0,1320.9530714285709,1374.0674966666666
1268,2017-06-24,1287.614,948.2304999999997,1387.4537633333334
1269,2017-06-25,1508.3519999999999,1016.4014285714281,1428.7241633333333
1270,2017-06-26,4224.136,1317.5721428571426,1500.0317633333332
1271,2017-06-27,1644.906,1405.6689999999996,1505.5251966666667
1272,2017-06-28,0.0,1320.5752857142854,1482.4882633333334
1273,2017-06-29,4521.9912,1883.8570285714284,1608.6582899999999
1274,2017-06-30,4721.977,2558.425171428571,1766.0575233333332
1275,2017-07-01,639.83,2465.8846,1618.7731233333334
1276,2017-07-02,169.192,2274.576028571428,1619.8893233333333
1277,2017-07-03,6963.4039999999995,2665.9000285714283,1753.6015899999998
1278,2017-07-04,0.0,2430.9134571428563,1744.2877899999999
1279,2017-07-05,476.35400000000004,2498.9640285714277,1743.7958566666666
1280,2017-07-06,380.37800000000004,1907.3049999999996,1755.4301233333333
1281,2017-07-07,1620.25,1464.2011428571423,1809.4384566666668
1282,2017-07-08,1980.2640000000001,1655.691714285714,1801.2126566666668
1283,2017-07-09,1671.214,1870.2662857142855,1825.6153566666665
1284,2017-07-10,359.21399999999994,926.810571428571,1753.8110566666664
1285,2017-07-11,1728.892,1173.7951428571425,1758.7443233333333
1286,2017-07-12,3.816,1106.289714285714,1702.87259
1287,2017-07-13,504.542,1124.0274285714281,1681.1567233333335
1288,2017-07-14,3598.9339999999997,1406.696571428571,1801.12119
1289,2017-07-15,2132.229,1428.4058571428566,1736.9451566666664
1290,2017-07-16,316.636,1234.894714285714,1656.6932233333332
1291,2017-07-17,2191.873,1496.7031428571424,1599.86659
1292,2017-07-18,2106.794,1550.6891428571423,1635.7212066666664
1293,2017-07-19,0.0,1550.1439999999996,1565.1898399999998
1294,2017-07-20,2283.208,1804.2391428571425,1607.022506666667
1295,2017-07-21,3685.944,1816.6691428571426,1710.0321066666666
1296,2017-07-22,556.3140000000001,1591.5384285714283,1709.2752733333332
1297,2017-07-23,898.188,1674.6172857142853,1739.2148733333333
1298,2017-07-24,2399.96,1704.3439999999994,1776.2930733333333
1299,2017-07-25,798.742,1517.4794285714283,1752.6394066666664
1300,2017-07-26,2012.3020000000001,1804.9511428571423,1678.9116066666668
1301,2017-07-27,1142.68,1642.018571428571,1662.17074
1302,2017-07-28,1170.5639999999999,1282.6785714285709,1701.1895399999999
1303,2017-07-29,1391.294,1401.9614285714283,1596.8329666666666
1304,2017-07-30,523.376,1348.4168571428568,1456.8796
1305,2017-07-31,1558.028,1228.1408571428567,1487.4862
1306,2017-08-01,2085.65,1411.9848571428568,1551.3681333333332
1307,2017-08-02,0.0,1124.5131428571424,1319.2546666666667
1308,2017-08-03,531.348,1037.1799999999996,1336.9662666666668
1309,2017-08-04,20.07,872.8237142857139,1321.7568
1310,2017-08-05,503.676,746.0211428571425,1325.8667333333333
1311,2017-08-06,1424.026,874.6854285714281,1319.3259333333333
1312,2017-08-07,3479.624,1149.1991428571423,1369.3045999999997
1313,2017-08-08,0.0,851.2491428571424,1313.5974666666666
1314,2017-08-09,0.0,851.2491428571424,1301.6236666666664
1315,2017-08-10,1823.0700000000002,1035.7808571428566,1304.7629333333332
1316,2017-08-11,708.726,1134.1602857142855,1328.2599333333333
1317,2017-08-12,3693.084,1589.7899999999995,1434.5446666666664
1318,2017-08-13,2643.164,1763.9525714285712,1402.6856666666667
1319,2017-08-14,440.736,1329.825714285714,1346.3025666666667
1320,2017-08-15,1949.872,1608.378857142857,1400.7437666666665
1321,2017-08-16,80.564,1619.8879999999997,1330.3668
1322,2017-08-17,9517.287999999999,2719.0619999999994,1577.3832666666667
1323,2017-08-18,7078.4839999999995,3629.0274285714286,1813.3327333333334
1324,2017-08-19,512.446,3174.650571428571,1754.3073333333332
1325,2017-08-20,692.95,2896.048571428571,1654.5408666666667
1326,2017-08-21,8551.054,4054.665428571428,1921.0322
1327,2017-08-22,524.54,3851.0465714285706,1908.5772666666667
1328,2017-08-23,4590.344,4495.300857142856,1981.5900666666666
1329,2017-08-24,685.0560000000002,3233.5534285714284,1977.8005333333335
1330,2017-08-25,361.988,2274.0539999999996,1922.7900666666667
1331,2017-08-26,190.66,2228.084571428571,1891.0560666666668
1332,2017-08-27,6190.538,3013.454285714285,2058.3885333333333
1333,2017-08-28,1443.6319999999998,1998.1082857142853,2060.1331333333333
1334,2017-08-29,235.46800000000002,1956.812285714285,2050.5362
1335,2017-08-30,0.0,1301.0488571428566,1998.6019333333331
1336,2017-08-31,3162.83,1655.0165714285708,2034.5079333333333
1337,2017-09-01,1261.81,1783.5625714285711,2076.5682666666667
1338,2017-09-02,9354.854,3092.7331428571424,2370.685133333333
1339,2017-09-03,1595.849,2436.3489999999993,2423.2111
1340,2017-09-04,5360.202,2995.859,2585.0953
1341,2017-09-05,327.044,3008.941285714285,2548.529233333333
1342,2017-09-06,0.0,3008.941285714285,2432.5417666666667
1343,2017-09-07,3848.565,3106.903428571429,2560.8272666666667
1344,2017-09-08,2184.327,3238.691571428571,2633.6381666666666
1345,2017-09-09,4356.061,2524.5782857142854,2718.0712
1346,2017-09-10,2506.646,2654.6921428571427,2778.0018666666665
1347,2017-09-11,5564.006,2683.807,2840.3659333333335
1348,2017-09-12,491.54999999999995,2707.307857142857,2768.6454666666664
1349,2017-09-13,15.92,2709.582142857143,2754.484933333333
1350,2017-09-14,4367.347,2783.6938571428573,2835.067433333333
1351,2017-09-15,7285.026,3512.3651428571425,3075.2161666666666
1352,2017-09-16,849.65,3011.4492857142855,2786.2949
1353,2017-09-17,4979.226,3364.6749999999997,2716.3196333333335
1354,2017-09-18,1511.93,2785.807,2749.6357666666663
1355,2017-09-19,1648.188,2951.0409999999997,2781.477033333333
1356,2017-09-20,7359.918,4000.1835714285708,2741.7724999999996
1357,2017-09-21,338.172,3424.587142857142,2735.560233333333
1358,2017-09-22,7871.213,3508.3281428571427,2844.9225333333334
1359,2017-09-23,2395.786,3729.204714285714,2901.9468666666667
1360,2017-09-24,6450.4619999999995,3939.381285714285,3104.8959999999997
1361,2017-09-25,1412.213,3925.136,3145.6144333333336
1362,2017-09-26,1486.576,3902.048571428571,2988.8157
1363,2017-09-27,0.0,2850.631714285714,2940.6946333333335
1364,2017-09-28,559.271,2882.2172857142855,2951.4880666666663
1365,2017-09-29,1944.08,2035.4839999999997,3016.2907333333333
1366,2017-09-30,540.76,1770.4802857142854,2928.8883999999994
1367,2017-10-01,2978.466,1274.4808571428568,2986.110266666666
1368,2017-10-02,5418.022,1846.7392857142856,2854.882533333334
1369,2017-10-03,2504.48,1992.1541428571425,2885.1702333333333
1370,2017-10-04,19.98,1995.008428571428,2707.1628333333333
1371,2017-10-05,6684.616,2870.057714285714,2919.0818999999997
1372,2017-10-06,1499.652,2806.5679999999993,2969.0703
1373,2017-10-07,2749.21,3122.060857142857,2932.425133333333
1374,2017-10-08,608.356,2783.4737142857143,2879.8927666666664
1375,2017-10-09,1496.589,2223.269,2784.577033333333
1376,2017-10-10,239.358,1899.6801428571428,2709.0007666666666
1377,2017-10-11,0.0,1896.825857142857,2523.5339
1378,2017-10-12,5635.354,1746.9312857142854,2694.9940333333334
1379,2017-10-13,8405.802,2733.5241428571426,2974.656766666667
1380,2017-10-14,134.332,2359.9701428571425,2833.5562666666665
1381,2017-10-15,1017.94,2418.482142857142,2624.6534
1382,2017-10-16,3473.5969999999998,2700.9118571428567,2712.1183
1383,2017-10-17,126.352,2684.7681428571423,2550.355833333333
1384,2017-10-18,0.0,2684.7681428571423,2499.9581666666663
1385,2017-10-19,2781.8702000000003,2277.1276,2537.7475733333335
1386,2017-10-20,1333.858,1266.8498857142854,2336.878906666667
1387,2017-10-21,4537.201,1895.8311714285712,2476.8465399999995
1388,2017-10-22,15158.877,3915.9650285714283,2719.7686733333335
1389,2017-10-23,3352.3940000000002,3898.650314285714,2751.6556066666667
1390,2017-10-24,529.0849999999999,3956.1836,2554.2763733333336
1391,2017-10-25,0.0,3956.1836,2507.2026066666667
1392,2017-10-26,999.868,3701.611857142857,2490.9790066666665
1393,2017-10-27,1086.32,3666.2492857142856,2527.1896733333333
1394,2017-10-28,408.726,3076.467142857143,2522.1715066666666
1395,2017-10-29,46.96,917.6218571428569,2458.9341733333335
1396,2017-10-30,4025.7299999999996,1013.8127142857139,2575.0998400000003
1397,2017-10-31,523.928,1013.0759999999997,2493.2819066666666
1398,2017-11-01,2921.43,1430.4231428571425,2410.0621733333332
1399,2017-11-02,6294.386,2186.7828571428568,2536.3923733333336
1400,2017-11-03,4536.937,2679.7281428571428,2686.9576066666664
1401,2017-11-04,10668.096,4145.352428571428,2819.740273333334
1402,2017-11-05,2355.064,4475.081571428571,2848.254006666667
1403,2017-11-06,4288.75,4512.655857142857,2899.5720066666668
1404,2017-11-07,2413.378,4782.577285714286,2959.7394066666666
1405,2017-11-08,384.1,4420.101571428571,2922.65644
1406,2017-11-09,4751.492,4199.688142857142,3073.0609066666666
1407,2017-11-10,4007.5480000000002,4124.061142857142,3206.6458399999997
1408,2017-11-11,1815.2179999999998,2859.3642857142854,3079.3079733333334
1409,2017-11-12,2911.386,2938.8388571428573,2896.1607733333335
1410,2017-11-13,6633.4202000000005,3273.7917428571427,3112.7970466666666
1411,2017-11-14,834.6579999999999,3048.2603142857142,3106.6876466666668
1412,2017-11-15,559.2,3073.2746,3009.5410800000004
1413,2017-11-16,4755.234,3073.8091714285715,3163.8371466666667
1414,2017-11-17,13694.8828,4457.714142857143,3620.3332400000004
1415,2017-11-18,1469.756,4408.362428571429,3576.5961
1416,2017-11-19,7397.272,5049.203285714286,3778.7099
1417,2017-11-20,2988.274,4528.468114285714,3727.0789999999997
1418,2017-11-21,2236.1839999999997,4728.686114285714,3296.3225666666667
1419,2017-11-22,35.712,4653.902114285715,3185.7664999999997
1420,2017-11-23,1153.109,4139.312828571428,3206.5672999999997
1421,2017-11-24,4959.641,2891.421142857143,3371.8886666666663
1422,2017-11-25,3666.157,3205.192714285714,3460.764966666667
1423,2017-11-26,5048.1720000000005,2869.607,3592.8266999999996
1424,2017-11-27,1618.254,2673.889857142857,3633.1443
1425,2017-11-28,6912.944,3341.9984285714286,3862.0104333333334
1426,2017-11-29,491.888,3407.1664285714287,3744.2157
1427,2017-11-30,6645.282,4191.762571428572,3948.2608333333333
1428,2017-12-01,5331.178,4244.839285714285,4028.585766666666
1429,2017-12-02,9951.182,5142.7,4150.478966666667
1430,2017-12-03,1403.842,4622.081428571429,4046.0424666666668
1431,2017-12-04,2639.638,4767.993428571428,3778.4272
1432,2017-12-05,1453.136,3988.020857142857,3748.3629333333333
1433,2017-12-06,10.68,3919.2768571428574,3605.7606
1434,2017-12-07,2916.514,3386.5957142857146,3622.5317999999997
1435,2017-12-08,7643.041,3716.861857142857,3864.4965
1436,2017-12-09,5470.39,3076.7487142857144,3888.459766666667
1437,2017-12-10,3873.5589999999997,3429.5654285714286,3883.993466666667
1438,2017-12-11,2823.965,3455.897857142857,3917.6183666666666
1439,2017-12-12,0.0,3248.307,3820.5721666666664
1440,2017-12-13,580.936,3329.772142857143,3618.8226933333335
1441,2017-12-14,3897.714,3469.9435714285714,3720.92456
1442,2017-12-15,306.88800000000003,2421.9217142857137,3712.5141599999997
1443,2017-12-16,858.702,1763.1091428571428,3582.6297600000003
1444,2017-12-17,2027.758,1499.4232857142856,3193.7256
1445,2017-12-18,3645.911,1616.8441428571427,3266.2641
1446,2017-12-19,1895.926,1887.6907142857142,3082.8859
1447,2017-12-20,377.736,1858.662142857143,2995.8679666666667
1448,2017-12-21,2140.94,1607.6944285714287,2992.6931666666665
1449,2017-12-22,7442.021,2626.9991428571425,3239.5701333333336
1450,2017-12-23,1926.776,2779.5811428571433,3265.3590333333336
1451,2017-12-24,6233.054,3380.3377142857144,3307.8061333333335
1452,2017-12-25,2698.927,3245.054285714286,3275.565133333333
1453,2017-12-26,814.5939999999999,3090.5782857142854,3134.445866666667
1454,2017-12-27,177.636,3061.9925714285714,3086.4252666666666
1455,2017-12-28,1657.3508000000002,2992.9084000000003,2911.2388266666667
1456,2017-12-29,2915.534,2346.2674,2992.027026666666
1457,2017-12-30,713.7900000000001,2172.983685714286,2794.310626666667
